매물명,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
앤스테이블 대치,기타,5개,4개,3층,00평,개별난방,있음,가능,가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,서울 강남구 삼성로 414
꼬므 합정역 : 2호점,빌라,3개,2개,2층,26평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,서울특별시 마포구 희우정로3길 7-10
(남성전용)라임 스페이스 반포점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 서초구 강남대로83길 53
폼폼 쉐어하우스 망원점,빌라,3개,1개,2층,16평,개별난방,없음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,서울 마포구 망원로7길 31-15
CS 쉐어하우스 망원 3호점,단독주택,2개,1개,2층,30평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 월드컵로11길 30
우주 88호점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 회나무로 49
우리별 포디하우스 논현별,기타,3개,1개,2층,,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 논현로128길 5
부천 이야기쉐어하우스 1호 고강점(서서울공원),빌라,2개,1개,1층,12평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,경기 부천시 역곡로472번길 148
젤리 쉐어하우스 왕십리점,빌라,3개,1개,,,개별난방,없음,불가능,가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 왕십리로21길 26
Sharehouse Cine 더 우드 건대점,빌라,4개,2개,5층,40평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울특별시 광진구 자양로23길 6
우주 42호점,빌라,2개,1개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 사임당로12길 31
서울쉐어하우스 공주 여의도점,아파트,3개,2개,,36평,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 영등포구 63로 45
핀휠 쉐어하우스 이대3호점(여성),빌라,3개,1개,3층,27평,알수없음,없음,불가능,불가능,가능,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,서울특별시 서대문구 신촌로29나길 3
홈스케치 홍대2호점,빌라,7개,3개,4층,61평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 월드컵북로22길 7
뜰 쉐어하우스 영등포점,빌라,3개,2개,4층,30평,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 영등포구 영중로16길 13-1
하늘 광운대역2호점,아파트,5개,2개,,35평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 노원구 석계로15길 25
커먼타운 압구정 023,아파트,6개,2개,7층,53평,중앙난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 압구정로29길 71
다락 허밍하우스,빌라,4개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 삼선교로14길 67
코코빌 하우스메이트,빌라,3개,1개,3층,18평,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로31길 19
우주 51호점,아파트,4개,3개,,,개별난방,있음,가능,불가능,불가능,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,서울특별시 관악구 남부순환로226길 28
우주 78호점,아파트,4개,2개,,35평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 이문로12길 3-10
잠자리 신림 대학동 : 21호점,빌라,4개,1개,2층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,서울특별시 관악구 대학2길 7
자몽 셰어하우스 한성대성북점,빌라,18개,14개,1층,00평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 성북로8다길 37-12
우리집 건대_세종대점,아파트,4개,2개,13층,46평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 화양동 18-27번지
블랑 쉐어하우스 응암점,빌라,5개,2개,,30평,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 은평구 연서로4길 5
우주 45호점,단독주택,5개,5개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
오아시스 쉐어하우스 낙성대역점 5호점,빌라,3개,2개,3층,10평,중앙난방,없음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,서울특별시 관악구 낙성대역길 114
젤리 쉐어하우스 역삼점,빌라,3개,1개,,,개별난방,없음,불가능,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 언주로97길 31
우주 30호점,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로226길 28
Calm&Mood 혜화 20호점,단독주택,9개,4개,1층,52평,중앙난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 종로구 낙산길 19
동거동락 23호 서울대입구역점,빌라,6개,2개,1층,25평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,서울 관악구 관악로12길 10
잇츠하우스 합정점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,X,O,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,서울특별시 마포구 양화로6길 76
세계로 하우스 종로부암점,빌라,4개,2개,3층,61평,개별난방,알수없음,가능,,,X,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 백석동길 276
양드레하우스 논현점,빌라,4개,2개,4층,33평,중앙난방,없음,불가능,불가능,불가능,X,O,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 주흥9길 14-17
우주 12호점,아파트,4개,2개,,,개별난방,있음,가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 성북구 낙산길 255
GROUND 쉐어하우스 홍대 05,아파트,3개,2개,5층,35평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,O,서울 마포구 홍익로 10
에이블하우스 왕십리 1호점 (AH Branch 13),아파트,3개,2개,1층,32평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 마조로 57
가치살자 쉐어하우스 고려대역 1호점,아파트,3개,1개,10층,25평,개별난방,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 고산자로 534
행복하셰어 역삼점,빌라,3개,1개,2층,15평,중앙난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 강남구 논현로102길 54-1
피츠 쉐어하우스 연남동 2호점,빌라,3개,2개,3층,18평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,O,서울특별시 마포구 연남로3길 46-15
양드레하우스 강남점,빌라,7개,2개,,24평,중앙난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 봉은사로21길 57-7
자다 메리골드 후암2호점,빌라,4개,3개,2층,60평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,서울특별시 용산구 후암로16길 20
아띠 쉐어빌리지 팝 하우스 충정로점,단독주택,7개,3개,1층,22평,개별난방,없음,불가능,불가능,가능,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 경기대로 22
공상가 연세 1호점,빌라,22개,12개,,,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연희로10길 31
오아시스 쉐어하우스 낙성대역 3호점,빌라,3개,2개,3층,31평,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 관악구 낙성대역길 114
잠자리 신대방 : 6호점,빌라,3개,1개,1층,17평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 관악구 신사로 122-6
일가 쉐어하우스 망원일가2-마포구청,빌라,3개,1개,3층,19평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵로31길 11
일가 쉐어하우스 4호점_합정/망원역점,빌라,3개,1개,2층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울 마포구 동교로12안길 1
달램쉐어하우스 성신대고대2호점,기타,3개,1개,2층,20평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 성북구 보문로13가길 27
하늘 고대 2호점,아파트,4개,2개,,11평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
순 스테이 구로디지털단지 2호점,빌라,3개,1개,3층,22평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 구로구 디지털로35길 16
보더리스하우스 청량리1,빌라,4개,3개,3층,55평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 전농동 206-62번지
동거동락 3호 연세대점,빌라,4개,2개,3층,47평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,서울특별시 서대문구 신촌로7길 49-5
잠자리 마포구청 : 8호점,빌라,3개,1개,2층,13평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 방울내로11길 137
로뎀나무 Joy하우스 논현점,빌라,4개,2개,1층,38평,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 서초구 강남대로93길 23-7
에덴 하우스 홍대점,빌라,5개,2개,1층,42평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 신촌로3길 42
아띠 쉐어빌리지 홍네하우스 홍제점,빌라,3개,1개,,22평,개별난방,없음,불가능,불가능,가능,O,O,O,X,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 통일로 440-1
팸하우스 세종대 4호점(303),빌라,2개,1개,,,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 광진구 동일로54길 6
쉐어하우스 보통 아현 2호점,빌라,3개,2개,3층,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,서울특별시 마포구 마포대로21길 44
I&U 쉐어하우스 홍대점,빌라,3개,1개,4층,17평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O,X,O,O,X,O,서울특별시 마포구 성미산로16길 28-3
도란도란하우스 사당점,빌라,3개,1개,,,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,O,O,O,O,X,O,O,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,서울특별시 동작구 동작대로11길 47-7
셰어하우스 인연 고대점,아파트,4개,2개,,44평,개별난방,있음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,서울특별시 동대문구 고산자로 534
모던 하우스 천호점,단독주택,13개,6개,,55평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,서울특별시 강동구 구천면로33길 12-13
이실디 홍대점,빌라,3개,1개,,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,서울특별시 마포구 와우산로26길 39
스테이영 쉐어하우스 서울대입구점,아파트,3개,2개,11층,42평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,O,X,O,O,O,X,O,X,O,O,X,서울 관악구 남부순환로 1811
홈스케치 고려대점,빌라,4개,2개,4층,32평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 경동시장로 61
팸하우스 페퍼스하우스 충무로 3호점,기타,2개,1개,2층,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 필동로8가길 1
Sally's House 선릉역점,아파트,3개,1개,10층,,개별난방,있음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,서울특별시 강남구 삼성로85길 38
잠자리 신림 : 2호점,빌라,3개,1개,4층,15평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 관악구 봉천로 308-6
우주 55호점,단독주택,5개,3개,,19평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 동소문로24가길 16-8
팸하우스 홍대입구점,빌라,3개,1개,1층,27평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연희로2길 51-6
셰어하우스 THE PLANET 망원점,빌라,3개,1개,,16평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,서울특별시 마포구 월드컵로11길 41-7
팸하우스 건대 1호점,빌라,5개,3개,4층,29평,개별난방,없음,불가능,불가능,불가능,O,O,X,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 광진구 광나루로26길 29
양드레하우스 시립대점,아파트,4개,2개,10층,44평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 전농로 192
여기쯤 쉐어하우스 여기쯤 논현2호점,단독주택,4개,2개,2층,54평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X,O,서울 강남구 논현로115길 20
우주 73호점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 청구로21길 67
카페인하우스 사가정역점(남성전용층),빌라,5개,3개,3층,26평,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
폼폼 쉐어하우스 합정점,빌라,3개,1개,1층,17평,개별난방,없음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,서울 마포구 포은로2길 17
동거동락 32B호 상수역점,기타,5개,2개,3층,32평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,O,서울 마포구 독막로 95-27
동거동락 8호 논현점,빌라,4개,2개,3층,30평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 서초구 주흥13길 14-10
동거동락 30호점,기타,8개,3개,,45평,알수없음,없음,가능,불가능,불가능,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 강남구 역삼로17길 36
잠자리 낙성대역 : 20호점,빌라,4개,1개,2층,23평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,O,서울특별시 관악구 솔밭로2길 17-19
바다 당산 한강 집,아파트,4개,2개,,33평,알수없음,있음,가능,,불가능,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 영등포구 당산로54길 11
홈스케치 서강대점,빌라,9개,2개,1층,91평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 광성로4길 10-7
럭키하우스(Lucky House) 럭키 신촌점,빌라,3개,1개,2층,25평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 연세로2마길 23-4
피츠 쉐어하우스 연남동 1호점,빌라,3개,2개,5층,18평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울특별시 마포구 연남로3길 46-15
아띠 쉐어빌리지 소녀하우스,빌라,4개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 성북구 동소문동6가 200-1번지
더 집 쉐어하우스 왕십리점,단독주택,3개,1개,1층,17평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,서울특별시 성동구 마조로1길 30
홈스케치 합정3호점,빌라,4개,1개,1층,30평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 월드컵로5길 33-22
동거동락 12호 외대경희대점,아파트,10개,7개,,65평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,서울특별시 동대문구 이문로 136
동그라미 쉐어하우스 학동역점,빌라,4개,1개,1층,18평,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,서울특별시 강남구 언주로121길 18
캑터스 하우스 망원점,빌라,3개,1개,2층,14평,개별난방,없음,알수없음,불가능,불가능,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,서울특별시 마포구 월드컵로17길 53
하비비 하우스 신논현점,빌라,3개,2개,1층,36평,개별난방,없음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울특별시 강남구 강남대로120길 20
단미하우스 까치산역점,아파트,4개,2개,6층,36평,알수없음,있음,불가능,불가능,불가능,X,X,O,X,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,서울특별시 강서구 초록마을로 176
플레몬 쉐어하우스 20호점 (연남동),빌라,2개,1개,1층,10평,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,서울특별시 마포구 동교로50길 24
복덕방 논현2호점,빌라,3개,1개,2층,17평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 도산대로34길 11-6
쉐어필링스 신대방역점,빌라,3개,1개,,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 관악구 신사로 122-6
달램쉐어하우스 신대방점,빌라,3개,1개,4층,15평,개별난방,있음,불가능,가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 관악구 관천로15길 114-4
쉐어하우스 방긋 회기역점,아파트,3개,2개,6층,38평,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 망우로 35
우주 82호점,단독주택,5개,5개,1층,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 22-8
디어(Dear) 쉐어하우스 홍대점,빌라,3개,1개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,서울특별시 서대문구 신촌로1안길 15
자몽 셰어하우스 군자점,기타,14개,6개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 능동로 277
그린 서울대입구역점,빌라,3개,1개,2층,15평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 관악구 행운1다길 31
Annie's house 수서역점,아파트,2개,2개,8층,35평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 자곡로 175
팸하우스 사당점,빌라,5개,2개,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
