매물명,성별전용,면적(㎡), 보증금(원) , 월세(원) ,인실(명),만실,건물형태,방(개),화장실(개),층,총층,전체면적(㎡),전체평수,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
Sharehouse Cine 더 우드 건대점,여,30,"700,000","330,000",3,X,빌라,2,2,5,5,132,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울특별시 광진구 자양로23길 6
Sharehouse Cine 더 우드 건대점,여,20,"800,000","370,000",2,X,빌라,2,2,5,5,132,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울특별시 광진구 자양로23길 6
동거동락 28C 방배점,여,8,"1,180,000","510,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,8,"1,180,000","510,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,9,"1,200,000","520,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,9,"1,190,000","515,000",1,X,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,8,"1,190,000","515,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,8,"1,180,000","510,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,9,"1,210,000","525,000",1,X,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
동거동락 28C 방배점,여,14,"1,200,000","520,000",1,O,기타,8,2,1,4,60,18,알수없음,없음,불가능,불가능,불가능,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
카페인하우스 사가정역점(여성전용층),여,12,"560,000","280,000",4,X,빌라,5,3,4,7,85,26,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
카페인하우스 사가정역점(여성전용층),여,12,"760,000","380,000",2,X,빌라,5,3,4,7,85,26,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
카페인하우스 사가정역점(여성전용층),여,12,"760,000","380,000",2,X,빌라,5,3,4,7,85,26,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
카페인하우스 사가정역점(여성전용층),여,12,"760,000","380,000",2,X,빌라,5,3,4,7,85,26,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
카페인하우스 사가정역점(여성전용층),여,10,"960,000","480,000",1,X,빌라,5,3,4,7,85,26,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 중랑구 사가정로54길 31
하늘 고대 1호점,여,86,"500,000","200,000",3,O,아파트,3,2,,,,,개별난방,있음,알수없음,불가능,불가능,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 제기동 1220388번지
하늘 고대 1호점,여,14.5,"500,000","300,000",2,X,아파트,3,2,,,,,개별난방,있음,알수없음,불가능,불가능,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 제기동 1220388번지
하늘 고대 1호점,여,10.9,"500,000","400,000",1,X,아파트,3,2,,,,,개별난방,있음,알수없음,불가능,불가능,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 동대문구 제기동 1220388번지
조이쉐어하우스 대학로점,여,,"1,000,000","500,000",1,O,기타,4,1,2,3,70,21,알수없음,없음,불가능,불가능,별도협의,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로35나길 25
조이쉐어하우스 대학로점,여,,"800,000","400,000",1,X,기타,4,1,2,3,70,21,알수없음,없음,불가능,불가능,별도협의,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로35나길 25
조이쉐어하우스 대학로점,여,,"660,000","330,000",1,X,기타,4,1,2,3,70,21,알수없음,없음,불가능,불가능,별도협의,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로35나길 25
조이쉐어하우스 대학로점,여,,"760,000","380,000",1,O,기타,4,1,2,3,70,21,알수없음,없음,불가능,불가능,별도협의,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로35나길 25
오희 고양점,여,6.6,"1,000,000","400,000",1,X,빌라,4,2,2,3,115,35,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,경기도 고양시 덕양구 삼송로136번길 2403
오희 고양점,여,7.3,"1,000,000","420,000",1,X,빌라,4,2,2,3,115,35,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,경기도 고양시 덕양구 삼송로136번길 2403
오희 고양점,여,10.6,"1,000,000","350,000",2,X,빌라,4,2,2,3,115,35,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,경기도 고양시 덕양구 삼송로136번길 2403
오희 고양점,여,16.9,"1,000,000","300,000",3,X,빌라,4,2,2,3,115,35,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,경기도 고양시 덕양구 삼송로136번길 2403
모아네 쉐어하우스 마포구청역점,여,3.2,"580,000","510,000",1,X,오피스텔,3,2,,,112,34,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,서울특별시 마포구 월드컵로 190
모아네 쉐어하우스 마포구청역점,여,5.5,"760,000","380,000",2,X,오피스텔,3,2,,,112,34,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,서울특별시 마포구 월드컵로 190
모아네 쉐어하우스 마포구청역점,여,6.5,"500,000","450,000",2,X,오피스텔,3,2,,,112,34,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O,서울특별시 마포구 월드컵로 190
보더리스하우스 홍대5,남,16.9,"500,000","530,000",2,X,아파트,4,2,4,5,142,43,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 합정동 364063번지
보더리스하우스 홍대5,여,20.5,"500,000","400,000",3,X,아파트,4,2,4,5,142,43,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 합정동 364063번지
보더리스하우스 홍대5,여,14.1,"500,000","500,000",2,X,아파트,4,2,4,5,142,43,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 합정동 364063번지
보더리스하우스 홍대5,남,8.8,"500,000","620,000",1,X,아파트,4,2,4,5,142,43,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 합정동 364063번지
아띠 쉐어빌리지 핑크하우스,무,30,"500,000","480,000",1,O,빌라,3,1,,,100,30,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 자양동 780번지
아띠 쉐어빌리지 핑크하우스,무,30,"500,000","460,000",1,O,빌라,3,1,,,100,30,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 자양동 780번지
아띠 쉐어빌리지 핑크하우스,남,60,"500,000","360,000",2,O,빌라,3,1,,,100,30,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 자양동 780번지
우주 45호점,여,,"1,160,000","500,000",1,O,단독주택,5,5,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 45호점,여,,"1,160,000","500,000",1,O,단독주택,5,5,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 45호점,여,,"1,160,000","500,000",1,O,단독주택,5,5,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 45호점,여,,"1,080,000","460,000",2,X,단독주택,5,5,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 45호점,여,,"1,140,000","490,000",1,O,단독주택,5,5,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
달램쉐어하우스 고대3호점(남성전용),남,13,"500,000","250,000",1,O,빌라,2,1,1,3,66,20,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울 동대문구 제기로11길 15
달램쉐어하우스 고대3호점(남성전용),남,9,"500,000","250,000",1,X,빌라,2,1,1,3,66,20,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울 동대문구 제기로11길 15
우주 88호점,여,8,"1,200,000","510,000",1,X,빌라,4,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 회나무로 49
우주 88호점,여,9,"1,200,000","520,000",1,X,빌라,4,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 회나무로 49
우주 88호점,여,17,"1,040,000","460,000",2,X,빌라,4,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 회나무로 49
우주 88호점,여,27,"1,120,000","490,000",1,X,빌라,4,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 회나무로 49
소집 2호점,여,13.2,"1,080,000","540,000",1,X,오피스텔,3,2,11,1,79.4,24,개별난방,있음,알수없음,불가능,불가능,O,O,X,X,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로 204
소집 2호점,여,16.5,"900,000","450,000",2,X,오피스텔,3,2,11,1,79.4,24,개별난방,있음,알수없음,불가능,불가능,O,O,X,X,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로 204
소집 2호점,여,19.8,"780,000","390,000",3,X,오피스텔,3,2,11,1,79.4,24,개별난방,있음,알수없음,불가능,불가능,O,O,X,X,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로 204
로이쉐어하우스 연남동점,여,19.8,"400,000","400,000",2,X,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성미산로32길 2101
로이쉐어하우스 연남동점,여,10,"500,000","500,000",1,X,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성미산로32길 2101
로이쉐어하우스 연남동점,여,10,"550,000","550,000",1,X,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성미산로32길 2101
달램쉐어하우스 홍대입구점,여,10.2,"6,000,000","180,000",2,X,빌라,3,1,,,,,알수없음,알수없음,알수없음,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연세로9길 37
달램쉐어하우스 홍대입구점,여,6.5,"6,000,000","290,000",1,X,빌라,3,1,,,,,알수없음,알수없음,알수없음,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연세로9길 37
달램쉐어하우스 홍대입구점,여,6,"6,000,000","240,000",1,X,빌라,3,1,,,,,알수없음,알수없음,알수없음,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연세로9길 37
달램쉐어하우스 신논현역점,남,9.2,"500,000","250,000",2,O,빌라,2,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 사평대로53길 77
달램쉐어하우스 신논현역점,남,20,"500,000","340,000",1,X,빌라,2,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 사평대로53길 77
팸하우스 사당점,여,,"1,000,000","480,000",1,X,빌라,5,2,,,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
팸하우스 사당점,여,,"1,000,000","480,000",1,X,빌라,5,2,,,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
팸하우스 사당점,여,,"1,000,000","310,000",4,X,빌라,5,2,,,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
팸하우스 사당점,여,,"1,000,000","410,000",2,X,빌라,5,2,,,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
팸하우스 사당점,여,,"1,000,000","390,000",2,X,빌라,5,2,,,,,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로4길 10
쉐어하우스 cloud9 킨텍스 대화역점,무,20,"1,500,000","500,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,무,15,"1,500,000","400,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,남,15,"1,500,000","500,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,남,15,"1,500,000","400,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,여,15,"1,500,000","400,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,여,15,"1,500,000","400,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
쉐어하우스 cloud9 킨텍스 대화역점,여,15,"1,500,000","400,000",1,X,단독주택,7,3,1,2,200,61,개별난방,없음,가능,별도협의,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,경기 고양시 일산서구 호수로838번길 74074
푸른언덕 중앙대점,여,19.8,"1,000,000","450,000",2,X,단독주택,5,2,4,4,132.23,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
푸른언덕 중앙대점,여,23.1,"1,000,000","450,000",2,X,단독주택,5,2,4,4,132.23,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
푸른언덕 중앙대점,여,19.8,"1,000,000","450,000",2,X,단독주택,5,2,4,4,132.23,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
푸른언덕 중앙대점,여,9.9,"1,000,000","450,000",1,X,단독주택,5,2,4,4,132.23,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
푸른언덕 중앙대점,여,16.5,"1,000,000","450,000",1,X,단독주택,5,2,4,4,132.23,40,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 매봉로4가길 40
우주 82호점,남,,"880,000","360,000",1,X,단독주택,5,5,1,3,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 2208
우주 82호점,남,,"880,000","360,000",1,X,단독주택,5,5,1,3,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 2208
우주 82호점,남,,"880,000","360,000",1,X,단독주택,5,5,1,3,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 2208
우주 82호점,남,,"960,000","400,000",1,O,단독주택,5,5,1,3,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 2208
우주 82호점,남,,"940,000","390,000",1,X,단독주택,5,5,1,3,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 2208
몽리(MONLIT) 석촌점,여,11.5,"1,000,000","550,000",1,X,빌라,3,0,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 송파구 송파동 304번지
몽리(MONLIT) 석촌점,여,7.5,"1,000,000","500,000",1,X,빌라,3,0,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 송파구 송파동 304번지
몽리(MONLIT) 석촌점,여,18.4,"1,000,000","450,000",2,X,빌라,3,0,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 송파구 송파동 304번지
다락 헤븐하우스,무,14,"500,000","320,000",2,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,서울특별시 서대문구 통일로37길 30
다락 헤븐하우스,무,8,"500,000","410,000",1,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,서울특별시 서대문구 통일로37길 30
다락 헤븐하우스,무,12,"500,000","270,000",2,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,O,X,서울특별시 서대문구 통일로37길 30
우주 46호점,무,,"1,120,000","480,000",1,X,단독주택,4,2,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 46호점,여,,"1,060,000","450,000",2,X,단독주택,4,2,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 46호점,여,,"1,040,000","440,000",2,X,단독주택,4,2,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
우주 46호점,여,,"1,020,000","430,000",2,X,단독주택,4,2,,,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
홈스케치 외대1호점,무,8,"760,000","380,000",2,X,빌라,1,1,3,4,80,24,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 외대역동로27길 71
러브앤피스 쉐어하우스 아현점,여,,"1,000,000","480,000",1,X,빌라,3,1,,,59,18,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 신촌로 180
러브앤피스 쉐어하우스 아현점,여,,"1,000,000","450,000",1,X,빌라,3,1,,,59,18,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 신촌로 180
