매물명,성별전용,면적(㎡), 보증금(원) , 월세(원) ,인실(명),만실,건물형태,방(개),화장실(개),층,총층,전체면적(㎡),전체평수,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
MK코하우징 연희점,남,26.4,"1,000,000","500,000",1,X,단독주택,28,7,1,5,793.38,240,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28015
MK코하우징 연희점,남,26.5,"1,000,000","500,000",1,X,단독주택,28,7,1,5,793.38,240,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28015
MK코하우징 연희점,남,26.5,"1,000,000","500,000",1,X,단독주택,28,7,1,5,793.38,240,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28015
MK코하우징 연희점,무,26.5,"450,000","450,000",1,O,단독주택,28,7,1,5,793.38,240,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28015
MK코하우징 연희점,무,26.5,"500,000","500,000",1,X,단독주택,28,7,1,5,793.38,240,중앙난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,서울특별시 서대문구 연희로12길 28015
블랑 쉐어하우스 홍제점,여,24.46,"1,000,000","440,000",1,X,빌라,3,1,3,5,66.11,20,개별난방,알수없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 세무서7길 1206
블랑 쉐어하우스 홍제점,여,24.46,"1,000,000","440,000",1,X,빌라,3,1,3,5,66.11,20,개별난방,알수없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 세무서7길 1206
블랑 쉐어하우스 홍제점,여,49.98,"800,000","340,000",2,X,빌라,3,1,3,5,66.11,20,개별난방,알수없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 세무서7길 1206
팸하우스 동대입구 1호점,남,,"1,000,000","410,000",1,X,빌라,3,1,1,1,1,0,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,O,X,O,서울 중구 동호로25가길 1
팸하우스 동대입구 1호점,남,,"1,000,000","350,000",2,X,빌라,3,1,1,1,1,0,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,O,X,O,서울 중구 동호로25가길 1
팸하우스 동대입구 1호점,남,,"1,000,000","300,000",4,X,빌라,3,1,1,1,1,0,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,O,X,O,X,O,서울 중구 동호로25가길 1
여기쯤 쉐어하우스 여기쯤 신사1호점,여,15,"800,000","370,000",2,X,빌라,5,2,3,4,180,54,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,X,O,서울 강남구 논현로155길 2605
여기쯤 쉐어하우스 여기쯤 신사1호점,여,15,"800,000","350,000",2,X,빌라,5,2,3,4,180,54,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,X,O,서울 강남구 논현로155길 2605
여기쯤 쉐어하우스 여기쯤 신사1호점,여,15,"800,000","340,000",2,X,빌라,5,2,3,4,180,54,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,X,O,서울 강남구 논현로155길 2605
여기쯤 쉐어하우스 여기쯤 신사1호점,여,15,"800,000","340,000",2,X,빌라,5,2,3,4,180,54,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,X,O,서울 강남구 논현로155길 2605
여기쯤 쉐어하우스 여기쯤 신사1호점,여,20,"800,000","290,000",4,X,빌라,5,2,3,4,180,54,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,X,O,서울 강남구 논현로155길 2605
셰어하우스 허브 합정 2호점,여,,"800,000","380,000",2,O,단독주택,3,1,2,2,60,18,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 성지길 61
셰어하우스 허브 합정 2호점,여,,"1,000,000","460,000",1,O,단독주택,3,1,2,2,60,18,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 성지길 61
셰어하우스 허브 합정 2호점,여,,"1,000,000","490,000",1,O,단독주택,3,1,2,2,60,18,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 성지길 61
홈스케치 아현1호점,여,3,"900,000","480,000",1,O,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 북아현로20길 7
홈스케치 아현1호점,여,9,"900,000","400,000",1,X,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 북아현로20길 7
홈스케치 아현1호점,여,12,"700,000","350,000",2,O,빌라,3,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 북아현로20길 7
이실디 홍대점,여,,"900,000","450,000",1,X,빌라,3,1,,,66.1,20,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 와우산로26길 39
이실디 홍대점,여,,"720,000","360,000",2,X,빌라,3,1,,,66.1,20,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 와우산로26길 39
이실디 홍대점,여,1,"700,000","350,000",3,X,빌라,3,1,,,66.1,20,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 와우산로26길 39
편안한家 쉐어하우스 자양점,여,10.6,"1,000,000","450,000",1,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 뚝섬로35길 1603
편안한家 쉐어하우스 자양점,여,18.9,"1,000,000","430,000",2,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 뚝섬로35길 1603
편안한家 쉐어하우스 자양점,여,17.2,"1,000,000","360,000",2,X,빌라,3,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 뚝섬로35길 1603
복덕방 역삼1호점0선릉역,여,16,"1,000,000","500,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
복덕방 역삼1호점0선릉역,여,20,"530,000","530,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
복덕방 역삼1호점0선릉역,여,20,"420,000","420,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
복덕방 역삼1호점0선릉역,여,23,"550,000","550,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
복덕방 역삼1호점0선릉역,여,35,"420,000","420,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
복덕방 역삼1호점0선릉역,여,35,"410,000","410,000",1,X,빌라,6,2,4,5,150,45,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
남산 하우스 남산(해방촌)점,여,,"1,000,000","350,000",1,O,빌라,3,1,1,4,84,25,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로38길 41010
남산 하우스 남산(해방촌)점,여,,"1,000,000","330,000",1,O,빌라,3,1,1,4,84,25,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로38길 41010
남산 하우스 남산(해방촌)점,여,,"500,000","250,000",2,O,빌라,3,1,1,4,84,25,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로38길 41010
도란도란 외대점,여,11,"1,000,000","450,000",1,O,아파트,5,2,21,2,112,34,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
도란도란 외대점,여,15,"1,000,000","330,000",2,O,아파트,5,2,21,2,112,34,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
도란도란 외대점,여,12,"1,000,000","430,000",1,O,아파트,5,2,21,2,112,34,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
도란도란 외대점,여,8,"1,000,000","370,000",1,O,아파트,5,2,21,2,112,34,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
도란도란 외대점,여,8,"1,000,000","370,000",1,O,아파트,5,2,21,2,112,34,개별난방,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 한천로55길 9
동거동락 33A호점 명지대,남,9,"1,050,000","445,000",1,X,단독주택,4,1,1,2,77,23,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 응암로 11605
동거동락 33A호점 명지대,남,7,"1,020,000","430,000",1,X,단독주택,4,1,1,2,77,23,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 응암로 11605
동거동락 33A호점 명지대,남,13,"900,000","370,000",1,X,단독주택,4,1,1,2,77,23,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 응암로 11605
동거동락 33A호점 명지대,남,13,"900,000","370,000",1,X,단독주택,4,1,1,2,77,23,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서대문구 응암로 11605
함께꿈꾸는마을 송파문정마을02,여,,"800,000","400,000",2,O,기타,3,1,1,6,66,20,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,서울 송파구 동남로6길 39
함께꿈꾸는마을 송파문정마을02,여,,"1,040,000","520,000",1,O,기타,3,1,1,6,66,20,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,서울 송파구 동남로6길 39
함께꿈꾸는마을 송파문정마을02,여,,"1,040,000","520,000",1,O,기타,3,1,1,6,66,20,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,서울 송파구 동남로6길 39
동거동락 32A호 상수역점,여,10,"1,260,000","530,000",1,X,기타,2,2,3,5,67,20,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,O,서울 마포구 독막로 95027
동거동락 32A호 상수역점,여,12,"1,090,000","445,000",2,O,기타,2,2,3,5,67,20,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,O,서울 마포구 독막로 95027
쉐어하우스 하루 고려대점,여,12.6,"480,000","480,000",1,O,아파트,4,2,6,22,114,34,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
쉐어하우스 하루 고려대점,여,15.9,"390,000","390,000",2,O,아파트,4,2,6,22,114,34,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
쉐어하우스 하루 고려대점,여,11.9,"360,000","360,000",2,O,아파트,4,2,6,22,114,34,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
쉐어하우스 하루 고려대점,여,16.5,"340,000","340,000",3,O,아파트,4,2,6,22,114,34,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
쉐어하우스 STAY 건대1호점,여,10,"1,000,000","330,000",2,X,단독주택,3,2,1,3,82,25,개별난방,없음,불가능,불가능,불가능,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 광나루로28길 1501
쉐어하우스 STAY 건대1호점,여,14,"1,000,000","330,000",2,O,단독주택,3,2,1,3,82,25,개별난방,없음,불가능,불가능,불가능,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 광나루로28길 1501
쉐어하우스 STAY 건대1호점,여,10,"1,000,000","330,000",2,O,단독주택,3,2,1,3,82,25,개별난방,없음,불가능,불가능,불가능,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 광나루로28길 1501
노란숲 혜화 국제관점,여,6,"1,500,000","550,000",1,O,빌라,4,2,3,4,61,18,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,O,서울 종로구 성균관로7길 906
노란숲 혜화 국제관점,여,6,"1,500,000","540,000",1,O,빌라,4,2,3,4,61,18,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,O,서울 종로구 성균관로7길 906
노란숲 혜화 국제관점,여,5,"1,500,000","520,000",1,X,빌라,4,2,3,4,61,18,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,O,서울 종로구 성균관로7길 906
노란숲 혜화 국제관점,여,10,"1,500,000","430,000",2,X,빌라,4,2,3,4,61,18,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,O,서울 종로구 성균관로7길 906
우주 94호점,남,6,"920,000","380,000",1,X,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,6,"920,000","380,000",1,X,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,8,"940,000","390,000",1,X,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,5,"900,000","370,000",1,O,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,5,"900,000","370,000",1,O,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,8,"940,000","390,000",1,X,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
우주 94호점,남,13,"1,020,000","430,000",1,X,빌라,7,2,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 3903
비비안느 논현점,여,33,"1,000,000","350,000",4,X,빌라,4,4,4,5,330.57,100,개별난방,알수없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,서울특별시 강남구 학동로8길 16
비비안느 논현점,여,33,"1,000,000","350,000",4,X,빌라,4,4,4,5,330.57,100,개별난방,알수없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,서울특별시 강남구 학동로8길 16
비비안느 논현점,여,33,"2,000,000","590,000",1,X,빌라,4,4,4,5,330.57,100,개별난방,알수없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,서울특별시 강남구 학동로8길 16
비비안느 논현점,여,33,"1,000,000","450,000",3,X,빌라,4,4,4,5,330.57,100,개별난방,알수없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,O,서울특별시 강남구 학동로8길 16
셰어하우스 THE PLANET 망원점,여,9,"1,000,000","480,000",1,X,빌라,3,1,,,53,16,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,서울특별시 마포구 월드컵로11길 4107
셰어하우스 THE PLANET 망원점,여,9,"1,000,000","480,000",1,O,빌라,3,1,,,53,16,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,서울특별시 마포구 월드컵로11길 4107
셰어하우스 THE PLANET 망원점,여,15,"500,000","350,000",2,O,빌라,3,1,,,53,16,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,서울특별시 마포구 월드컵로11길 4107
바다 합정동집 2호,여,15.5,"940,000","470,000",2,X,빌라,3,1,2,3,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로16길 2008
바다 합정동집 2호,여,8.5,"1,100,000","550,000",1,X,빌라,3,1,2,3,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로16길 2008
바다 합정동집 2호,여,7.8,"1,100,000","550,000",1,X,빌라,3,1,2,3,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로16길 2008
원앤원하우스 길음역국민대_서경대점,여,12,"2,000,000","300,000",4,X,아파트,4,2,15,7,115,35,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 동소문로 248
원앤원하우스 길음역국민대_서경대점,여,11,"2,000,000","340,000",2,X,아파트,4,2,15,7,115,35,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 동소문로 248
원앤원하우스 길음역국민대_서경대점,여,10,"2,000,000","320,000",2,X,아파트,4,2,15,7,115,35,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 동소문로 248
원앤원하우스 길음역국민대_서경대점,여,,0,0,2,X,아파트,4,2,15,7,115,35,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 동소문로 248
팸하우스 세종대 2호점(202호),여,1,"1,000,000","360,000",2,X,빌라,2,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 광진구 동일로54길 6
팸하우스 세종대 2호점(202호),여,1,"1,000,000","390,000",2,X,빌라,2,1,,,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 광진구 동일로54길 6
복덕방 역삼2호점0 강남역,여,13,"470,000","470,000",1,X,기타,3,1,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 강남대로84길 2408
복덕방 역삼2호점0 강남역,여,15,"470,000","470,000",1,X,기타,3,1,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 강남대로84길 2408
복덕방 역삼2호점0 강남역,여,20,"320,000","320,000",2,X,기타,3,1,,,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 강남구 강남대로84길 2408
동네친구 11호점,여,9.9,"3,000,000","550,000",1,X,아파트,4,2,,,138.84,42,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 뚝섬로36가길 15
동네친구 11호점,여,13.2,"3,000,000","450,000",2,X,아파트,4,2,,,138.84,42,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 뚝섬로36가길 15
동네친구 11호점,여,13.2,"3,000,000","430,000",2,X,아파트,4,2,,,138.84,42,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 뚝섬로36가길 15
동네친구 11호점,여,16.5,"3,000,000","390,000",3,X,아파트,4,2,,,138.84,42,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 뚝섬로36가길 15
